受注番号,商品コード,個数
286314-20220625-0758805963,null-deodorant-gel,1
286314-20220625-0691905979,daily_basic-f-vanilla,1
286314-20220625-0538606020,think_simple-wpi,1
286314-20220625-0834505958,daily_basic-f-coffee,1
286314-20220625-0927005955,null-remover-vio,1
286314-20220625-0625605990,null-sunscreen,1
286314-20220625-0617506003,daily_basic-f-vanilla,1
286314-20220625-0509706019,nalc-sunscreen-f,2
286314-20220625-0294606032,feel_natural_plane,2
286314-20220625-0621705993,nalc-sunscreen-f,1
286314-20220625-0691105965,daily_basic-f-coffee,1
286314-20220625-0581505988,null-deodorant-gel,1
286314-20220625-0568405997,makebalance-cocoa3,1
286314-20220625-0795805957,DD-EFK-7D,2
286314-20220625-0499306012,nalc-facewash,1
286314-20220625-0578005986,makebalance-plane,1
286314-20220625-0400306023,nalc-facewash,1
286314-20220625-0963705953,null-perfume-cream,1
286314-20220625-0605905966,make_balance-f-cocoa,3
286314-20220625-0605905966,makebalance-plane,2
286314-20220625-0547405986,feel_natural_plane,1
286314-20220625-0502906002,null-remover-vio,1
286314-20220625-0584205976,make_balance-f-cocoa,1
286314-20220625-0585405982,null-bodywash,1
286314-20220625-0637705963,null-remover-vio,1
286314-20220625-0521505990,null-allinone-gel,1
286314-20220625-0504006003,null-remover-vio,1
286314-20220625-0598205963,make_balance-f-cocoa,1
286314-20220625-0284006029,fixit-shaker-mb_aw,1
286314-20220625-0284006029,make_balance-f-cocoa,1
286314-20220625-0532205976,null-bbcream,1
286314-20220625-0385606017,daily_basic-f-banana,1
286314-20220625-0385606017,make_balance-f-matcha,1
286314-20220625-0161006032,makebalance-plane,1
286314-20220625-0778805955,daily_basic-f-banana,1
286314-20220625-0474105980,null-bodywash-re,1
286314-20220625-0523105978,null-bbcream,1
286314-20220625-0378906012,nalc-facewash,1
286314-20220625-0678705957,nalc-handcream,1
286314-20220625-0510705972,null-bodywash-re,3
286314-20220625-0416605998,null-remover-vio,1
286314-20220625-0624305958,fafra-shoepowder,1
286314-20220625-0493605970,null-bbcream,1
286314-20220625-0402005998,null-facelotion,1
286314-20220625-0421105993,nalc-threeprotectgel,1
286314-20220625-0584605961,think_simple-wpi,2
286314-20220625-0584605961,daily_basic-plus_chocolate,1
286314-20220625-0392405997,daily_basic-f-fruitsmix,1
286314-20220625-0374406004,null-remover-vio,1
286314-20220625-0436805987,daily_basic-f-banana,1
286314-20220625-0450405975,DD-EK02RLF2,1
286314-20220625-0234806025,think_simple-wpc,1
286314-20220625-0441005979,null-bbcream,1
286314-20220625-0006306035,makebalance-plane,1
286314-20220625-0324206015,nalc-milklotion-f,1
286314-20220625-0324206015,nalc-sunscreen-f,1
286314-20220625-0444605977,null-sunscreen,1
286314-20220625-0062606032,null-bodywash,1
286314-20220625-0441005966,daily_basic-f-vanilla,1
286314-20220625-0863205952,null-honey-wax2,1
286314-20220625-0249706018,nalc-sunscreen-f,1
286314-20220625-0402105982,null-remover-vio,1
286314-20220625-0148706029,nalc-facewash,3
286314-20220625-0306506008,null-bodywash,1
286314-20220625-0965705948,IS-BTEP05-f-W,1
286314-20220625-0279206011,nalc-milklotion-f,1
286314-20220625-0307106001,nalc-milklotion-re,1
286314-20220625-0329906000,null-acne-facewash,1
286314-20220625-0835805952,null-deodorant-gel,1
286314-20220625-0360005981,nalc-facewash,1
286314-20220625-0950105948,fafra-botanicalmist,3
286314-20220625-0327305993,makebalance-plane,1
286314-20220625-0475905960,daily_basic-f-banana,1
286314-20220625-0297205996,null-remover-vio,1
286314-20220625-0446405959,null-acne-facewash,1
286314-20220625-0271106000,nalc-sunscreen-f,1
286314-20220625-0244305999,null-remover-vio,1
286314-20220625-0232905994,makebalance-plane,1
286314-20220625-0236805996,null-remover-vio,1
286314-20220625-0801105950,null-deodorant-gel,1
286314-20220625-0393805959,make_balance-f-matcha,1
286314-20220625-0269605982,make_balance-f-cocoa,1
286314-20220625-0289205972,null-remover-vio,1
286314-20220625-0237805984,daily_basic-f-banana,1
286314-20220625-0521005955,null-shoepowder,1
286314-20220625-0243505979,null-bbcream,1
286314-20220625-0218105987,nalc-sunscreen-f,3
286314-20220625-0250305970,null-sunscreen,1
286314-20220625-0989605945,null-deodorant-gel,2
286314-20220625-0155305998,null-deodorant-gel,1
286314-20220625-0843005946,null-remover-vio,1
286314-20220625-0097106007,null-deodorant-gel,1
286314-20220625-0190705975,daily_basic-f-strawberry,1
286314-20220625-0190705975,daily_basic-f-banana,1
286314-20220625-0111405999,think_simple-wpc,1
286314-20220625-0272805961,DD-EK02RLF2,1
286314-20220625-0101505994,null-honey-wax2,1
286314-20220625-0269305961,daily_basic-plus_chocolate,1
286314-20220625-0169105968,make_balance-f-cocoa,1
286314-20220625-0107205988,null-honey-wax2,1
286314-20220625-0083905994,nalc-sunscreen-f,1
286314-20220625-0129705981,daily_basic-f-vanilla,1
286314-20220625-0129405981,nalc-sunscreen-f,1
286314-20220625-0240305961,daily_basic-f-banana,1
286314-20220625-0048106004,null-remover-vio,1
286314-20220625-0018806010,nalc-sunscreen-f,1
286314-20220625-0075005989,null-remover-vio,1
286314-20220625-0180005963,null-sunscreen,1
286314-20220625-0021306000,makebalance-plane,1
286314-20220625-0042405990,null-bodywash,1
286314-20220625-0008606002,null-bodywash-re,3
286314-20220625-0927205935,null-deodorant-gel,1
286314-20220625-0015905995,daily_basic-f-vanilla,2
286314-20220625-0049805987,think_simple-wpi,1
286314-20220625-0717905946,nalc-facewash,1
286314-20220625-0843805942,null-remover-vio,1
286314-20220625-0038305976,null-wrinklecream,2
286314-20220625-0962705919,null-remover-vio,1
286314-20220625-0782005945,feel_natural-f-cocoa,1
286314-20220625-0895405926,nalc-facewash,1
286314-20220625-0925605914,null-remover-vio,3
286314-20220625-0110005958,null-deodorant-gel,1
286314-20220625-0109605958,nalc-sunscreen-f,1
286314-20220625-0966605890,makebalance-plane,1
286314-20220625-0936805897,nalc-sunscreen-f,1
286314-20220625-0852305913,daily_basic-f-coffee,1
286314-20220625-0767005930,make_balance-f-cocoa,1
286314-20220625-0885805898,null-facelotion,2
286314-20220625-0725705936,null-acne-facewash,1
286314-20220625-0630005945,fixit-shaker-mb_aw,1
286314-20220625-0630005945,make_balance-f-cocoa,1
286314-20220625-0877405899,null-remover-vio,2
286314-20220625-0857805904,null-deodorant-gel,1
286314-20220625-0467005948,fafra-mask-camel,1
286314-20220625-0865705890,null-honey-wax2,1
286314-20220625-0841505892,make_balance-f-cocoa,1
286314-20220625-0595205943,nalc-milklotion-re,1
286314-20220625-0834605885,null-wrinklecream,2
286314-20220625-0003105957,feel_natural_plane,3
286314-20220625-0707505907,null-facemilk,1
286314-20220625-0811105892,null-remover-vio,1
286314-20220625-0877705877,daily_basic-f-coffee,1
286314-20220625-0744905914,nalc-sunscreen-f,1
286314-20220625-0692005907,null-remover-vio,1
286314-20220625-0673805929,null-sunscreen,1
286314-20220625-0616805937,make_balance-f-matcha,1
286314-20220625-0670305927,null-aftershave-lotion-c,1
286314-20220625-0725205905,nalc-sunscreen-f,1
286314-20220625-0256505951,null-bbcream,1
286314-20220625-0640005914,null-bodywash,1
286314-20220625-0535105937,null-sunscreen,1
286314-20220625-0540705936,makebalance-plane,1
286314-20220625-0576505917,make_balance-f-matcha,1
286314-20220625-0457105931,IS-BTEP05-f-W,1
286314-20220625-0630205885,null-remover-vio,1
286314-20220625-0537905922,feel_natural_plane,1
286314-20220625-0713705874,think_simple-wpc,1
286314-20220625-0534905913,nalc-facewash,1
286314-20220625-0645905878,feel_natural-f-cocoa,1
286314-20220625-0542005900,nalc-wrinklecream,1
286314-20220625-0474105918,daily_basic-f-banana,1
286314-20220625-0435405926,null-honey-wax2,1
286314-20220625-0411805932,nalc-moistlotion,1
286314-20220625-0411805932,nalc-milklotion-f,1
286314-20220625-0311705943,null-bbcream,1
286314-20220625-0373605936,fixit-shaker-mb_aw,1
286314-20220625-0373605936,make_balance-f-cocoa,1
286314-20220625-0087505949,null-remover-vio,1
286314-20220625-0644305873,null-sunscreen,3
286314-20220625-0424405922,null-bbcream-c,1
286314-20220625-0424405922,null-sunscreen,1
286314-20220625-0461505904,feel_natural_plane,1
286314-20220625-0471005895,nalc-handcream,1
286314-20220625-0308005934,make_balance-f-cocoa,1
286314-20220625-0271805941,nalc-handcream,1
286314-20220625-0458105890,null-remover-vio,1
286314-20220625-0449405883,null-bodywash,1
286314-20220625-0368705916,make_balance-f-cocoa,1
286314-20220625-0254905942,nalc-milklotion-f,1
286314-20220625-0446505884,make_balance-f-matcha,1
286314-20220625-0806105868,nalc-sunscreen-f,1
286314-20220625-0978705864,make_balance-f-matcha,1
286314-20220625-0313405930,daily_basic-f-fruitsmix,1
286314-20220625-0782105867,null-remover-vio,1
286314-20220625-0918805866,null-remover-vio,1
286314-20220625-0411405890,daily_basic-f-banana,1
286314-20220625-0407105883,daily_basic-f-vanilla,1
286314-20220625-0399905896,null-deodorant-gel,1
286314-20220625-0388905893,daily_basic-f-coffee,1
286314-20220625-0288505912,makebalance-plane,1
286314-20220625-0477805873,null-acne-facewash,2
286314-20220625-0193305936,null-deodorant-gel,1
286314-20220625-0282005902,null-bbcream,1
286314-20220625-0338605884,null-roland-bb-b,1
286314-20220625-0331305887,nalc-sunscreen-f,1
286314-20220625-0331305887,nalc-threeprotectgel,1
286314-20220625-0209905923,daily_basic-f-strawberry,1
286314-20220625-0316705884,null-bodywash-re,1
286314-20220625-0270905895,null-perfume-cream,1
286314-20220625-0088405941,think_simple-wpc,1
286314-20220625-0280905885,null-aftershave-lotion-c,1
286314-20220625-0280905885,null-remover-vio,1
286314-20220625-0074505940,daily_basic-f-coffee,1
286314-20220625-0220705901,nalc-threeprotectgel,1
286314-20220625-0162205926,DD-EK02RLF2,1
286314-20220625-0026105943,nalc-sunscreen-f,1
286314-20220625-0290405881,null-sunscreen,3
286314-20220625-0079305936,nalc-sunscreen-f,2
286314-20220625-0988205856,null-remover-vio,1
286314-20220625-0070705933,null-naturalbb-01,1
286314-20220625-0090505930,make_balance-f-cocoa,1
286314-20220625-0377105871,null-set-vio,1
286314-20220625-0121905907,null-honey-wax2,1
286314-20220625-0118105906,make_balance-f-cocoa,1
286314-20220625-0208105875,daily_basic-f-coffee,1
286314-20220625-0119605885,null-remover-vio,1
286314-20220625-0003005922,null-allinone-gel,1
286314-20220625-0025505909,make_balance-f-matcha,1
286314-20220625-0968905837,null-shoepowder,1
286314-20220625-0018005902,makebalance-plane,1
286314-20220625-0959105831,nalc-sunscreen-f,1
286314-20220625-0073105881,make_balance-f-cocoa,1
286314-20220625-0954505823,null-facelotion,1
286314-20220625-0937705841,null-remover-vio,3
286314-20220625-0020705889,null-sunscreen,1
286314-20220625-0923505845,null-remover-vio,1
286314-20220625-0894505844,make_balance-f-matcha,1
286314-20220625-0075305873,think_simple-wpc,1
286314-20220625-0923705812,null-remover-vio,1
286314-20220625-0828005838,nalc-sunscreen-f,2
286314-20220625-0889605816,null-honey-wax2,1
286314-20220625-0794605842,think_simple-wpc,1
286314-20220625-0794605842,daily_basic-f-fruitsmix,1
286314-20220625-0856905799,null-remover-vio,1
286314-20220625-0845605821,null-remover-vio,1
286314-20220625-0878305819,null-remover-vio,1
286314-20220625-0489505862,null-bodywash,1
286314-20220625-0190605869,nalc-sunscreen-f,1
286314-20220625-0249505867,null-remover-vio,2
286314-20220625-0889905793,null-bbcream,2
286314-20220625-0622105859,null-bodywash-re,1
286314-20220625-0622105859,null-facemilk,1
286314-20220625-0645005856,feel_natural-f-cocoa,1
286314-20220625-0728605838,null-deodorant-gel,1
286314-20220625-0798705819,null-sunscreen,2
286314-20220625-0770205816,nalc-sunscreen-f,1
286314-20220625-0314805865,null-bbcream,1
286314-20220625-0751105820,makebalance-plane,1
286314-20220625-0768605808,null-sunscreen,1
286314-20220625-0359905863,makebalance-cocoa3,1
286314-20220625-0857605790,daily_basic-f-coffee,1
286314-20220625-0676605834,aimmx-eyeshadow-02,1
286314-20220625-0627105847,daily_basic-f-banana,1
286314-20220625-0627105847,daily_basic-f-strawberry,1
286314-20220625-0848005794,nalc-milklotion-f,1
286314-20220625-0812805786,daily_basic-f-coffee,1
286314-20220625-0658905819,think_simple-wpi,1
286314-20220625-0424905859,make_balance-f-cocoa,1
286314-20220625-0703905791,null-acne-facewash,1
286314-20220625-0603205826,null-perfume-cream,1
286314-20220625-0749505789,null-honey-wax2,1
286314-20220625-0915205784,null-sunscreen,1
286314-20220625-0648605801,daily_basic-plus_chocolate,1
286314-20220625-0555705827,make_balance-f-matcha,1
286314-20220625-0980605782,null-bbcream,1
286314-20220625-0628805800,null-remover-vio,1
286314-20220625-0509805833,nalc-sunscreen-f,1
286314-20220625-0484805844,nalc-sunscreen-f,2
286314-20220625-0406505853,null-deodorant-gel,1
286314-20220625-0317105855,null-deodorant-gel,1
286314-20220625-0625205786,null-remover-vio,1
286314-20220625-0474505798,null-aftershave-lotion-c,1
286314-20220625-0474505798,null-honey-wax2,1
286314-20220625-0223805858,nalc-sunscreen-f,1
286314-20220625-0448005805,nalc-sunscreen-f,2
286314-20220625-0007605861,null-remover-vio,1
286314-20220625-0449605795,think_simple-wpc,1
286314-20220625-0200705849,makebalance-cocoa3,1
286314-20220625-0432705789,make_balance-f-cocoa,1
286314-20220625-0225805834,nalc-moistlotion,1
286314-20220625-0225805834,nalc-milklotion-f,1
286314-20220625-0381905794,make_balance-f-cocoa,1
286314-20220625-0678205781,null-remover-vio,1
286314-20220625-0166905836,null-sunscreen,1
286314-20220625-0228305816,think_simple-wpc,5
286314-20220625-0193205821,think_simple-wpi,1
286314-20220625-0226905802,null-remover-vio,1
286314-20220625-0141305837,null-deodorant-gel,2
286314-20220625-0172305822,think_simple-wpi,1
286314-20220625-0220405807,null-remover-vio,1
286314-20220625-0095705843,nalc-sunscreen-f,1
286314-20220625-0141005827,null-honey-wax2,1
286314-20220625-0100805833,DD-EK02RLF2,1
286314-20220625-0098205835,null-deodorant-gel,1
286314-20220625-0318205786,null-remover-vio,1
286314-20220625-0136505813,null-acne-facewash,1
286314-20220625-0998405761,fixit-shaker-mb_aw,1
286314-20220625-0998405761,make_balance-f-cocoa,1
286314-20220625-0258305790,nalc-sunscreen-f,2
286314-20220625-0617105780,makebalance-plane,2
286314-20220625-0112805811,null-aftershave-lotion-c,1
286314-20220625-0112805811,null-remover-vio,3
286314-20220625-0985605756,null-remover-vio,1
286314-20220625-0987505753,fixit-shaker-mb_aw,1
286314-20220625-0987505753,make_balance-f-cocoa,1
286314-20220625-0220105788,null-honey-wax2,1
286314-20220625-0984305750,nalc-facewash,1
286314-20220625-0940105739,daily_basic-f-fruitsmix,1
286314-20220625-0940105739,daily_basic-f-coffee,1
286314-20220625-0940105739,daily_basic-f-banana,1
286314-20220625-0940105739,daily_basic-f-strawberry,1
286314-20220625-0940105739,daily_basic-f-vanilla,1
286314-20220625-0070805792,makebalance-plane,1
286314-20220625-0884205748,nalc-milklotion-f,1
286314-20220625-0884205748,nalc-facewash,1
286314-20220625-0884205748,nalc-wrinklelotion,1
286314-20220625-0814505768,null-remover-vio,3
286314-20220625-0737105773,null-acne-facewash,1
286314-20220625-0892305744,nalc-sunscreen-f,1
286314-20220625-0772505770,nalc-facewash,3
286314-20220625-0872505747,nalc-sunscreen-f,2
286314-20220625-0997405707,nalc-sunscreen-f,2
286314-20220625-0849905750,daily_basic-f-vanilla,1
286314-20220625-0793705765,daily_basic-f-strawberry,1
286314-20220625-0950505709,think_simple-wpc,1
286314-20220625-0992505706,daily_basic-f-banana,2
286314-20220625-0973605702,null-remover-vio,1
286314-20220625-0783005736,null-bodywash,1
286314-20220625-0743005740,aimmx-eyeshadow-02,1
286314-20220625-0727205741,feel_natural-f-matcha,3
286314-20220625-0704505743,aimmx-eyeshadow-02,1
286314-20220625-0677605748,makebalance-plane,1
286314-20220625-0827905707,null-sunscreen,1
286314-20220625-0764605722,daily_basic-f-banana,1
286314-20220625-0594505769,null-remover-vio,1
286314-20220625-0702505736,null-remover-vio,1
286314-20220625-0659905745,null-bodywash,1
286314-20220625-0700905731,nalc-sunscreen-f,2
286314-20220625-0574705767,null-remover-vio,1
286314-20220625-0815605705,null-sunscreen,1
286314-20220625-0802405705,null-deodorant-gel,2
286314-20220625-0529605768,feel_natural-f-cocoa,1
286314-20220625-0485905772,null-deodorant-gel,1
286314-20220625-0617405745,makebalance-cocoa3,1
286314-20220625-0622905733,makebalance-plane,1
286314-20220625-0413805774,fixit-shaker-mb_aw,1
286314-20220625-0413805774,make_balance-f-cocoa,1
286314-20220625-0541105763,null-shoepowder,2
286314-20220625-0504005769,make_balance-f-cocoa,2
286314-20220625-0625805736,null-remover-vio,1
286314-20220625-0677805715,null-deodorant-gel,1
286314-20220625-0596505733,null-remover-vio,1
286314-20220625-0512105763,daily_basic-f-banana,1
286314-20220625-0512105763,daily_basic-f-coffee,1
286314-20220625-0622605720,null-sunscreen,1
286314-20220625-0471605769,null-perfume-cream,1
286314-20220625-0498605758,null-deodorant-gel,1
286314-20220625-0715805705,null-remover-vio,1
286314-20220625-0523305746,null-remover-vio,1
286314-20220625-0468905761,daily_basic-f-banana,1
286314-20220625-0482305752,nalc-milklotion-f,1
286314-20220625-0756905701,think_simple-wpc,1
286314-20220625-0504805744,think_simple-wpc,3
286314-20220625-0459305756,nalc-sunscreen-f,2
286314-20220625-0708605706,null-sunscreen,1
286314-20220625-0390905766,null-aftershave-lotion-c,1
286314-20220625-0390905766,null-remover-vio,1
286314-20220625-0513705731,null-remover-vio,1
286314-20220625-0529305728,make_balance-f-cocoa,1
286314-20220625-0464605745,null-bodywash-re,1
286314-20220625-0476505733,null-sunscreen,1
286314-20220625-0523505722,think_simple-wpi,5
